% Moku:Go Spectrum Analyzer
% Input A
% Start freq 1 Hz, stop freq 30.000 000 MHz, RBW 146.6 kHz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 32 spectra per frame, 25 frame averages
% Acquired 2024-11-07 T 15:14:08 +0530
% Frequency (Hz), Input A (dBm)
2.194335940294e+07, -4.862693e+01
2.197387698106e+07, -4.867528e+01
2.200439455919e+07, -4.865694e+01
2.203491213731e+07, -4.862660e+01
2.206542971544e+07, -4.863679e+01
2.209594729356e+07, -4.864594e+01
2.212646487169e+07, -4.869031e+01
2.215698244981e+07, -4.875754e+01
2.218750002794e+07, -4.880053e+01
2.221801760606e+07, -4.879218e+01
2.224853518419e+07, -4.874464e+01
2.227905276231e+07, -4.871891e+01
2.230957034044e+07, -4.870608e+01
2.234008791856e+07, -4.868716e+01
2.237060549669e+07, -4.865478e+01
2.240112307481e+07, -4.861930e+01
2.243164065294e+07, -4.856748e+01
2.246215823106e+07, -4.851523e+01
2.249267580919e+07, -4.846992e+01
2.252319338731e+07, -4.849035e+01
2.255371096544e+07, -4.855591e+01
2.258422854356e+07, -4.862974e+01
2.261474612169e+07, -4.869494e+01
2.264526369981e+07, -4.870969e+01
2.267578127794e+07, -4.869850e+01
2.270629885606e+07, -4.871844e+01
2.273681643419e+07, -4.877157e+01
2.276733401231e+07, -4.881169e+01
2.279785159044e+07, -4.880976e+01
2.282836916856e+07, -4.880859e+01
2.285888674669e+07, -4.888552e+01
2.288940432481e+07, -4.898524e+01
2.291992190294e+07, -4.903344e+01
2.295043948106e+07, -4.902409e+01
2.298095705919e+07, -4.899895e+01
2.301147463731e+07, -4.898551e+01
2.304199221544e+07, -4.895008e+01
2.307250979356e+07, -4.885830e+01
2.310302737169e+07, -4.871973e+01
2.313354494981e+07, -4.856046e+01
2.316406252794e+07, -4.846095e+01
2.319458010606e+07, -4.847370e+01
2.322509768419e+07, -4.857543e+01
2.325561526231e+07, -4.865158e+01
2.328613284044e+07, -4.867101e+01
2.331665041856e+07, -4.866744e+01
2.334716799669e+07, -4.867608e+01
2.337768557481e+07, -4.866366e+01
2.340820315294e+07, -4.864430e+01
2.343872073106e+07, -4.863214e+01
2.346923830919e+07, -4.864402e+01
2.349975588731e+07, -4.864165e+01
2.353027346544e+07, -4.858895e+01
2.356079104356e+07, -4.857226e+01
2.359130862169e+07, -4.863844e+01
2.362182619981e+07, -4.875225e+01
2.365234377794e+07, -4.884544e+01
2.368286135606e+07, -4.891626e+01
2.371337893419e+07, -4.893803e+01
2.374389651231e+07, -4.890104e+01
2.377441409044e+07, -4.885372e+01
2.380493166856e+07, -4.886531e+01
2.383544924669e+07, -4.887306e+01
2.386596682481e+07, -4.885505e+01
2.389648440294e+07, -4.883760e+01
2.392700198106e+07, -4.886264e+01
2.395751955919e+07, -4.885038e+01
2.398803713731e+07, -4.881585e+01
2.401855471544e+07, -4.879879e+01
2.404907229356e+07, -4.880574e+01
2.407958987169e+07, -4.878190e+01
2.411010744981e+07, -4.871419e+01
2.414062502794e+07, -4.863888e+01
2.417114260606e+07, -4.859753e+01
2.420166018419e+07, -4.859924e+01
2.423217776231e+07, -4.864607e+01
2.426269534044e+07, -4.870453e+01
2.429321291856e+07, -4.876909e+01
2.432373049669e+07, -4.876719e+01
2.435424807481e+07, -4.870431e+01
2.438476565294e+07, -4.861827e+01
2.441528323106e+07, -4.858204e+01
2.444580080919e+07, -4.856840e+01
2.447631838731e+07, -4.859658e+01
2.450683596544e+07, -4.864286e+01
2.453735354356e+07, -4.863476e+01
2.456787112169e+07, -4.863080e+01
2.459838869981e+07, -4.865418e+01
2.462890627794e+07, -4.869584e+01
2.465942385606e+07, -4.875944e+01
2.468994143419e+07, -4.883546e+01
2.472045901231e+07, -4.888468e+01
2.475097659044e+07, -4.891435e+01
2.478149416856e+07, -4.894386e+01
2.481201174669e+07, -4.896378e+01
2.484252932481e+07, -4.895574e+01
2.487304690294e+07, -4.895043e+01
2.490356448106e+07, -4.892911e+01
2.493408205919e+07, -4.889058e+01
2.496459963731e+07, -4.888950e+01
2.499511721544e+07, -4.891520e+01
2.502563479356e+07, -4.894887e+01
2.505615237169e+07, -4.895784e+01
2.508666994981e+07, -4.892472e+01
2.511718752794e+07, -4.891389e+01
2.514770510606e+07, -4.891081e+01
2.517822268419e+07, -4.894557e+01
2.520874026231e+07, -4.897313e+01
2.523925784044e+07, -4.895077e+01
2.526977541856e+07, -4.887607e+01
2.530029299669e+07, -4.883712e+01
2.533081057481e+07, -4.882687e+01
2.536132815294e+07, -4.883306e+01
2.539184573106e+07, -4.885611e+01
2.542236330919e+07, -4.893454e+01
2.545288088731e+07, -4.906327e+01
2.548339846544e+07, -4.919480e+01
2.551391604356e+07, -4.925802e+01
2.554443362169e+07, -4.923171e+01
2.557495119981e+07, -4.914577e+01
2.560546877794e+07, -4.903737e+01
2.563598635606e+07, -4.893903e+01
2.566650393419e+07, -4.887785e+01
2.569702151231e+07, -4.887488e+01
2.572753909044e+07, -4.895834e+01
2.575805666856e+07, -4.908499e+01
2.578857424669e+07, -4.920799e+01
2.581909182481e+07, -4.928371e+01
2.584960940294e+07, -4.929618e+01
2.588012698106e+07, -4.922766e+01
2.591064455919e+07, -4.915333e+01
2.594116213731e+07, -4.903956e+01
2.597167971544e+07, -4.891827e+01
2.600219729356e+07, -4.888462e+01
2.603271487169e+07, -4.892003e+01
2.606323244981e+07, -4.900771e+01
2.609375002794e+07, -4.908951e+01
2.612426760606e+07, -4.913202e+01
2.615478518419e+07, -4.917130e+01
2.618530276231e+07, -4.920928e+01
2.621582034044e+07, -4.923480e+01
2.624633791856e+07, -4.924533e+01
2.627685549669e+07, -4.927103e+01
2.630737307481e+07, -4.931326e+01
2.633789065294e+07, -4.936143e+01
2.636840823106e+07, -4.940031e+01
2.639892580919e+07, -4.943657e+01
2.642944338731e+07, -4.943618e+01
2.645996096544e+07, -4.939053e+01
2.649047854356e+07, -4.938764e+01
2.652099612169e+07, -4.942356e+01
2.655151369981e+07, -4.949255e+01
2.658203127794e+07, -4.958663e+01
2.661254885606e+07, -4.973235e+01
2.664306643419e+07, -4.984740e+01
2.667358401231e+07, -4.987116e+01
2.670410159044e+07, -4.982022e+01
2.673461916856e+07, -4.970312e+01
2.676513674669e+07, -4.955951e+01
2.679565432481e+07, -4.946086e+01
2.682617190294e+07, -4.947759e+01
2.685668948106e+07, -4.958947e+01
2.688720705919e+07, -4.968624e+01
2.691772463731e+07, -4.968455e+01
2.694824221544e+07, -4.966031e+01
2.697875979356e+07, -4.962435e+01
2.700927737169e+07, -4.958272e+01
2.703979494981e+07, -4.955795e+01
2.707031252794e+07, -4.956767e+01
2.710083010606e+07, -4.960331e+01
2.713134768419e+07, -4.967029e+01
2.716186526231e+07, -4.973700e+01
2.719238284044e+07, -4.981126e+01
2.722290041856e+07, -4.990913e+01
2.725341799669e+07, -4.999822e+01
2.728393557481e+07, -5.003597e+01
2.731445315294e+07, -4.998128e+01
2.734497073106e+07, -4.988392e+01
2.737548830919e+07, -4.978792e+01
2.740600588731e+07, -4.970361e+01
2.743652346544e+07, -4.966406e+01
2.746704104356e+07, -4.964298e+01
2.749755862169e+07, -4.965551e+01
2.752807619981e+07, -4.967982e+01
2.755859377794e+07, -4.968137e+01
2.758911135606e+07, -4.966013e+01
2.761962893419e+07, -4.962551e+01
2.765014651231e+07, -4.963740e+01
2.768066409044e+07, -4.972027e+01
2.771118166856e+07, -4.980701e+01
2.774169924669e+07, -4.986322e+01
2.777221682481e+07, -4.989042e+01
2.780273440294e+07, -4.996486e+01
2.783325198106e+07, -5.005130e+01
2.786376955919e+07, -5.013823e+01
2.789428713731e+07, -5.020958e+01
2.792480471544e+07, -5.018760e+01
2.795532229356e+07, -5.008393e+01
2.798583987169e+07, -4.997577e+01
2.801635744981e+07, -4.991765e+01
2.804687502794e+07, -4.992406e+01
2.807739260606e+07, -4.997226e+01
2.810791018419e+07, -4.999512e+01
2.813842776231e+07, -5.000586e+01
2.816894534044e+07, -4.998618e+01
2.819946291856e+07, -4.993683e+01
2.822998049669e+07, -4.990959e+01
2.826049807481e+07, -4.995542e+01
2.829101565294e+07, -5.007695e+01
2.832153323106e+07, -5.021015e+01
2.835205080919e+07, -5.024281e+01
2.838256838731e+07, -5.019142e+01
2.841308596544e+07, -5.015880e+01
2.844360354356e+07, -5.018898e+01
2.847412112169e+07, -5.029066e+01
2.850463869981e+07, -5.037685e+01
2.853515627794e+07, -5.039075e+01
2.856567385606e+07, -5.035044e+01
2.859619143419e+07, -5.031507e+01
2.862670901231e+07, -5.030005e+01
2.865722659044e+07, -5.033257e+01
2.868774416856e+07, -5.041573e+01
2.871826174669e+07, -5.050659e+01
2.874877932481e+07, -5.054280e+01
2.877929690294e+07, -5.049511e+01
2.880981448106e+07, -5.042323e+01
2.884033205919e+07, -5.036012e+01
2.887084963731e+07, -5.033536e+01
2.890136721544e+07, -5.032842e+01
2.893188479356e+07, -5.030105e+01
2.896240237169e+07, -5.027061e+01
2.899291994981e+07, -5.025768e+01
2.902343752794e+07, -5.025865e+01
2.905395510606e+07, -5.026990e+01
2.908447268419e+07, -5.028617e+01
2.911499026231e+07, -5.030895e+01
2.914550784044e+07, -5.031538e+01
2.917602541856e+07, -5.028244e+01
2.920654299669e+07, -5.025005e+01
2.923706057481e+07, -5.029891e+01
2.926757815294e+07, -5.038942e+01
2.929809573106e+07, -5.047777e+01
2.932861330919e+07, -5.052229e+01
2.935913088731e+07, -5.047500e+01
2.938964846544e+07, -5.037118e+01
2.942016604356e+07, -5.024832e+01
2.945068362169e+07, -5.015323e+01
2.948120119981e+07, -5.008792e+01
2.951171877794e+07, -5.006750e+01
2.954223635606e+07, -5.007199e+01
2.957275393419e+07, -5.013902e+01
2.960327151231e+07, -5.029288e+01
2.963378909044e+07, -5.046276e+01
2.966430666856e+07, -5.059837e+01
2.969482424669e+07, -5.067137e+01
2.972534182481e+07, -5.068459e+01
2.975585940294e+07, -5.070094e+01
2.978637698106e+07, -5.071789e+01
2.981689455919e+07, -5.072762e+01
2.984741213731e+07, -5.074257e+01
2.987792971544e+07, -5.077450e+01
2.990844729356e+07, -5.082484e+01
2.993896487169e+07, -5.086902e+01
2.996948244981e+07, -5.091373e+01
3.000000002794e+07, -5.089801e+01
