% Moku:Go Spectrum Analyzer
% Input A
% Start freq 1 Hz, stop freq 30.000 000 MHz, RBW 146.6 kHz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 32 spectra per frame, 25 frame averages
% Acquired 2024-11-07 T 15:14:36 +0530
% Frequency (Hz), Input A (dBm)
2.194335940294e+07, -3.944672e+01
2.197387698106e+07, -3.954462e+01
2.200439455919e+07, -3.960454e+01
2.203491213731e+07, -3.963145e+01
2.206542971544e+07, -3.962868e+01
2.209594729356e+07, -3.963282e+01
2.212646487169e+07, -3.961672e+01
2.215698244981e+07, -3.962101e+01
2.218750002794e+07, -3.967001e+01
2.221801760606e+07, -3.973147e+01
2.224853518419e+07, -3.974268e+01
2.227905276231e+07, -3.973444e+01
2.230957034044e+07, -3.973286e+01
2.234008791856e+07, -3.975295e+01
2.237060549669e+07, -3.980481e+01
2.240112307481e+07, -3.984449e+01
2.243164065294e+07, -3.983254e+01
2.246215823106e+07, -3.984063e+01
2.249267580919e+07, -3.986754e+01
2.252319338731e+07, -3.991472e+01
2.255371096544e+07, -3.987696e+01
2.258422854356e+07, -3.980294e+01
2.261474612169e+07, -3.974054e+01
2.264526369981e+07, -3.970371e+01
2.267578127794e+07, -3.971119e+01
2.270629885606e+07, -3.976587e+01
2.273681643419e+07, -3.981826e+01
2.276733401231e+07, -3.988496e+01
2.279785159044e+07, -3.996598e+01
2.282836916856e+07, -4.000792e+01
2.285888674669e+07, -3.997951e+01
2.288940432481e+07, -3.994772e+01
2.291992190294e+07, -3.994766e+01
2.295043948106e+07, -3.997545e+01
2.298095705919e+07, -4.000813e+01
2.301147463731e+07, -4.004635e+01
2.304199221544e+07, -4.005327e+01
2.307250979356e+07, -4.000925e+01
2.310302737169e+07, -3.998520e+01
2.313354494981e+07, -3.998209e+01
2.316406252794e+07, -4.005440e+01
2.319458010606e+07, -4.018356e+01
2.322509768419e+07, -4.026550e+01
2.325561526231e+07, -4.030041e+01
2.328613284044e+07, -4.029841e+01
2.331665041856e+07, -4.027178e+01
2.334716799669e+07, -4.022784e+01
2.337768557481e+07, -4.022595e+01
2.340820315294e+07, -4.024441e+01
2.343872073106e+07, -4.026797e+01
2.346923830919e+07, -4.028444e+01
2.349975588731e+07, -4.030565e+01
2.353027346544e+07, -4.035249e+01
2.356079104356e+07, -4.037401e+01
2.359130862169e+07, -4.035128e+01
2.362182619981e+07, -4.033396e+01
2.365234377794e+07, -4.033909e+01
2.368286135606e+07, -4.033729e+01
2.371337893419e+07, -4.035150e+01
2.374389651231e+07, -4.037683e+01
2.377441409044e+07, -4.042689e+01
2.380493166856e+07, -4.049645e+01
2.383544924669e+07, -4.059299e+01
2.386596682481e+07, -4.069988e+01
2.389648440294e+07, -4.081617e+01
2.392700198106e+07, -4.091217e+01
2.395751955919e+07, -4.091863e+01
2.398803713731e+07, -4.088264e+01
2.401855471544e+07, -4.082356e+01
2.404907229356e+07, -4.080518e+01
2.407958987169e+07, -4.077063e+01
2.411010744981e+07, -4.071243e+01
2.414062502794e+07, -4.070124e+01
2.417114260606e+07, -4.076594e+01
2.420166018419e+07, -4.082313e+01
2.423217776231e+07, -4.085982e+01
2.426269534044e+07, -4.084559e+01
2.429321291856e+07, -4.077668e+01
2.432373049669e+07, -4.072527e+01
2.435424807481e+07, -4.075469e+01
2.438476565294e+07, -4.083133e+01
2.441528323106e+07, -4.092012e+01
2.444580080919e+07, -4.094003e+01
2.447631838731e+07, -4.092246e+01
2.450683596544e+07, -4.089557e+01
2.453735354356e+07, -4.088327e+01
2.456787112169e+07, -4.086837e+01
2.459838869981e+07, -4.086063e+01
2.462890627794e+07, -4.083557e+01
2.465942385606e+07, -4.078906e+01
2.468994143419e+07, -4.076307e+01
2.472045901231e+07, -4.078400e+01
2.475097659044e+07, -4.084789e+01
2.478149416856e+07, -4.086250e+01
2.481201174669e+07, -4.083937e+01
2.484252932481e+07, -4.079399e+01
2.487304690294e+07, -4.077524e+01
2.490356448106e+07, -4.080133e+01
2.493408205919e+07, -4.090586e+01
2.496459963731e+07, -4.102446e+01
2.499511721544e+07, -4.109711e+01
2.502563479356e+07, -4.111871e+01
2.505615237169e+07, -4.109251e+01
2.508666994981e+07, -4.105813e+01
2.511718752794e+07, -4.103156e+01
2.514770510606e+07, -4.104294e+01
2.517822268419e+07, -4.108012e+01
2.520874026231e+07, -4.113564e+01
2.523925784044e+07, -4.119116e+01
2.526977541856e+07, -4.124210e+01
2.530029299669e+07, -4.127976e+01
2.533081057481e+07, -4.131706e+01
2.536132815294e+07, -4.135596e+01
2.539184573106e+07, -4.136685e+01
2.542236330919e+07, -4.135257e+01
2.545288088731e+07, -4.134886e+01
2.548339846544e+07, -4.132145e+01
2.551391604356e+07, -4.132042e+01
2.554443362169e+07, -4.135779e+01
2.557495119981e+07, -4.143686e+01
2.560546877794e+07, -4.153612e+01
2.563598635606e+07, -4.161317e+01
2.566650393419e+07, -4.166055e+01
2.569702151231e+07, -4.167478e+01
2.572753909044e+07, -4.169001e+01
2.575805666856e+07, -4.172587e+01
2.578857424669e+07, -4.181662e+01
2.581909182481e+07, -4.192233e+01
2.584960940294e+07, -4.200126e+01
2.588012698106e+07, -4.198531e+01
2.591064455919e+07, -4.193990e+01
2.594116213731e+07, -4.187078e+01
2.597167971544e+07, -4.182556e+01
2.600219729356e+07, -4.176505e+01
2.603271487169e+07, -4.171529e+01
2.606323244981e+07, -4.167391e+01
2.609375002794e+07, -4.166499e+01
2.612426760606e+07, -4.167670e+01
2.615478518419e+07, -4.170697e+01
2.618530276231e+07, -4.176270e+01
2.621582034044e+07, -4.184034e+01
2.624633791856e+07, -4.191697e+01
2.627685549669e+07, -4.202252e+01
2.630737307481e+07, -4.204136e+01
2.633789065294e+07, -4.196924e+01
2.636840823106e+07, -4.188520e+01
2.639892580919e+07, -4.183305e+01
2.642944338731e+07, -4.180250e+01
2.645996096544e+07, -4.171967e+01
2.649047854356e+07, -4.163773e+01
2.652099612169e+07, -4.163124e+01
2.655151369981e+07, -4.170552e+01
2.658203127794e+07, -4.181543e+01
2.661254885606e+07, -4.193117e+01
2.664306643419e+07, -4.202356e+01
2.667358401231e+07, -4.206471e+01
2.670410159044e+07, -4.215208e+01
2.673461916856e+07, -4.227906e+01
2.676513674669e+07, -4.235215e+01
2.679565432481e+07, -4.233039e+01
2.682617190294e+07, -4.227502e+01
2.685668948106e+07, -4.222787e+01
2.688720705919e+07, -4.220131e+01
2.691772463731e+07, -4.217819e+01
2.694824221544e+07, -4.213503e+01
2.697875979356e+07, -4.210254e+01
2.700927737169e+07, -4.205718e+01
2.703979494981e+07, -4.200331e+01
2.707031252794e+07, -4.199296e+01
2.710083010606e+07, -4.202556e+01
2.713134768419e+07, -4.206977e+01
2.716186526231e+07, -4.211372e+01
2.719238284044e+07, -4.215426e+01
2.722290041856e+07, -4.220070e+01
2.725341799669e+07, -4.225400e+01
2.728393557481e+07, -4.230396e+01
2.731445315294e+07, -4.232801e+01
2.734497073106e+07, -4.232885e+01
2.737548830919e+07, -4.232422e+01
2.740600588731e+07, -4.236865e+01
2.743652346544e+07, -4.247076e+01
2.746704104356e+07, -4.261195e+01
2.749755862169e+07, -4.273740e+01
2.752807619981e+07, -4.282904e+01
2.755859377794e+07, -4.286720e+01
2.758911135606e+07, -4.289242e+01
2.761962893419e+07, -4.287422e+01
2.765014651231e+07, -4.285317e+01
2.768066409044e+07, -4.286197e+01
2.771118166856e+07, -4.289864e+01
2.774169924669e+07, -4.288371e+01
2.777221682481e+07, -4.282610e+01
2.780273440294e+07, -4.276031e+01
2.783325198106e+07, -4.272400e+01
2.786376955919e+07, -4.267636e+01
2.789428713731e+07, -4.260575e+01
2.792480471544e+07, -4.253276e+01
2.795532229356e+07, -4.251192e+01
2.798583987169e+07, -4.253683e+01
2.801635744981e+07, -4.253880e+01
2.804687502794e+07, -4.253555e+01
2.807739260606e+07, -4.254035e+01
2.810791018419e+07, -4.258962e+01
2.813842776231e+07, -4.268592e+01
2.816894534044e+07, -4.281037e+01
2.819946291856e+07, -4.293973e+01
2.822998049669e+07, -4.304098e+01
2.826049807481e+07, -4.313245e+01
2.829101565294e+07, -4.312663e+01
2.832153323106e+07, -4.306664e+01
2.835205080919e+07, -4.295283e+01
2.838256838731e+07, -4.283949e+01
2.841308596544e+07, -4.282029e+01
2.844360354356e+07, -4.286267e+01
2.847412112169e+07, -4.294437e+01
2.850463869981e+07, -4.299135e+01
2.853515627794e+07, -4.296745e+01
2.856567385606e+07, -4.291451e+01
2.859619143419e+07, -4.290181e+01
2.862670901231e+07, -4.297195e+01
2.865722659044e+07, -4.306549e+01
2.868774416856e+07, -4.319365e+01
2.871826174669e+07, -4.336795e+01
2.874877932481e+07, -4.354027e+01
2.877929690294e+07, -4.368794e+01
2.880981448106e+07, -4.371473e+01
2.884033205919e+07, -4.362743e+01
2.887084963731e+07, -4.352709e+01
2.890136721544e+07, -4.349153e+01
2.893188479356e+07, -4.349332e+01
2.896240237169e+07, -4.350404e+01
2.899291994981e+07, -4.348760e+01
2.902343752794e+07, -4.342846e+01
2.905395510606e+07, -4.336290e+01
2.908447268419e+07, -4.337154e+01
2.911499026231e+07, -4.340737e+01
2.914550784044e+07, -4.343755e+01
2.917602541856e+07, -4.345796e+01
2.920654299669e+07, -4.346490e+01
2.923706057481e+07, -4.347591e+01
2.926757815294e+07, -4.349861e+01
2.929809573106e+07, -4.351891e+01
2.932861330919e+07, -4.351966e+01
2.935913088731e+07, -4.353440e+01
2.938964846544e+07, -4.358817e+01
2.942016604356e+07, -4.367379e+01
2.945068362169e+07, -4.378343e+01
2.948120119981e+07, -4.388142e+01
2.951171877794e+07, -4.394246e+01
2.954223635606e+07, -4.397965e+01
2.957275393419e+07, -4.398554e+01
2.960327151231e+07, -4.394116e+01
2.963378909044e+07, -4.391517e+01
2.966430666856e+07, -4.386518e+01
2.969482424669e+07, -4.379952e+01
2.972534182481e+07, -4.376513e+01
2.975585940294e+07, -4.378142e+01
2.978637698106e+07, -4.380288e+01
2.981689455919e+07, -4.378255e+01
2.984741213731e+07, -4.375969e+01
2.987792971544e+07, -4.373642e+01
2.990844729356e+07, -4.372704e+01
2.993896487169e+07, -4.372956e+01
2.996948244981e+07, -4.372101e+01
3.000000002794e+07, -4.375069e+01
