% Moku:Go Spectrum Analyzer
% Input A
% Start freq 1 Hz, stop freq 30.000 000 MHz, RBW 146.6 kHz (Auto mode), Blackman-Harris window, Video filter off
% Averaging: 32 spectra per frame, 25 frame averages
% Acquired 2024-11-07 T 15:13:44 +0530
% Frequency (Hz), Input A (dBm)
2.194335940294e+07, -4.829938e+01
2.197387698106e+07, -4.839842e+01
2.200439455919e+07, -4.847631e+01
2.203491213731e+07, -4.853595e+01
2.206542971544e+07, -4.857536e+01
2.209594729356e+07, -4.863821e+01
2.212646487169e+07, -4.866607e+01
2.215698244981e+07, -4.871331e+01
2.218750002794e+07, -4.876156e+01
2.221801760606e+07, -4.880399e+01
2.224853518419e+07, -4.882811e+01
2.227905276231e+07, -4.880420e+01
2.230957034044e+07, -4.873399e+01
2.234008791856e+07, -4.866541e+01
2.237060549669e+07, -4.862134e+01
2.240112307481e+07, -4.861412e+01
2.243164065294e+07, -4.863550e+01
2.246215823106e+07, -4.870655e+01
2.249267580919e+07, -4.880113e+01
2.252319338731e+07, -4.882577e+01
2.255371096544e+07, -4.876188e+01
2.258422854356e+07, -4.864351e+01
2.261474612169e+07, -4.854796e+01
2.264526369981e+07, -4.847662e+01
2.267578127794e+07, -4.841057e+01
2.270629885606e+07, -4.836676e+01
2.273681643419e+07, -4.835775e+01
2.276733401231e+07, -4.841123e+01
2.279785159044e+07, -4.849978e+01
2.282836916856e+07, -4.854154e+01
2.285888674669e+07, -4.857620e+01
2.288940432481e+07, -4.861290e+01
2.291992190294e+07, -4.866684e+01
2.295043948106e+07, -4.878573e+01
2.298095705919e+07, -4.894573e+01
2.301147463731e+07, -4.903462e+01
2.304199221544e+07, -4.903215e+01
2.307250979356e+07, -4.898637e+01
2.310302737169e+07, -4.891698e+01
2.313354494981e+07, -4.888063e+01
2.316406252794e+07, -4.890041e+01
2.319458010606e+07, -4.895881e+01
2.322509768419e+07, -4.900813e+01
2.325561526231e+07, -4.902996e+01
2.328613284044e+07, -4.904953e+01
2.331665041856e+07, -4.904777e+01
2.334716799669e+07, -4.900897e+01
2.337768557481e+07, -4.895266e+01
2.340820315294e+07, -4.889917e+01
2.343872073106e+07, -4.884046e+01
2.346923830919e+07, -4.873693e+01
2.349975588731e+07, -4.860303e+01
2.353027346544e+07, -4.848936e+01
2.356079104356e+07, -4.845047e+01
2.359130862169e+07, -4.850364e+01
2.362182619981e+07, -4.859718e+01
2.365234377794e+07, -4.869731e+01
2.368286135606e+07, -4.880638e+01
2.371337893419e+07, -4.886512e+01
2.374389651231e+07, -4.886077e+01
2.377441409044e+07, -4.884567e+01
2.380493166856e+07, -4.885701e+01
2.383544924669e+07, -4.885312e+01
2.386596682481e+07, -4.880900e+01
2.389648440294e+07, -4.875433e+01
2.392700198106e+07, -4.874448e+01
2.395751955919e+07, -4.879087e+01
2.398803713731e+07, -4.886902e+01
2.401855471544e+07, -4.890745e+01
2.404907229356e+07, -4.892541e+01
2.407958987169e+07, -4.896644e+01
2.411010744981e+07, -4.903970e+01
2.414062502794e+07, -4.907601e+01
2.417114260606e+07, -4.904872e+01
2.420166018419e+07, -4.899569e+01
2.423217776231e+07, -4.899919e+01
2.426269534044e+07, -4.901433e+01
2.429321291856e+07, -4.895494e+01
2.432373049669e+07, -4.881852e+01
2.435424807481e+07, -4.871935e+01
2.438476565294e+07, -4.868706e+01
2.441528323106e+07, -4.871958e+01
2.444580080919e+07, -4.871962e+01
2.447631838731e+07, -4.868660e+01
2.450683596544e+07, -4.869624e+01
2.453735354356e+07, -4.871194e+01
2.456787112169e+07, -4.873995e+01
2.459838869981e+07, -4.875081e+01
2.462890627794e+07, -4.873124e+01
2.465942385606e+07, -4.870300e+01
2.468994143419e+07, -4.868777e+01
2.472045901231e+07, -4.869401e+01
2.475097659044e+07, -4.870353e+01
2.478149416856e+07, -4.872460e+01
2.481201174669e+07, -4.880736e+01
2.484252932481e+07, -4.889126e+01
2.487304690294e+07, -4.894788e+01
2.490356448106e+07, -4.893932e+01
2.493408205919e+07, -4.886011e+01
2.496459963731e+07, -4.880947e+01
2.499511721544e+07, -4.879986e+01
2.502563479356e+07, -4.878940e+01
2.505615237169e+07, -4.875310e+01
2.508666994981e+07, -4.869954e+01
2.511718752794e+07, -4.865201e+01
2.514770510606e+07, -4.864371e+01
2.517822268419e+07, -4.871509e+01
2.520874026231e+07, -4.879810e+01
2.523925784044e+07, -4.884857e+01
2.526977541856e+07, -4.886756e+01
2.530029299669e+07, -4.887782e+01
2.533081057481e+07, -4.885981e+01
2.536132815294e+07, -4.885529e+01
2.539184573106e+07, -4.885894e+01
2.542236330919e+07, -4.883811e+01
2.545288088731e+07, -4.882338e+01
2.548339846544e+07, -4.882690e+01
2.551391604356e+07, -4.882237e+01
2.554443362169e+07, -4.884844e+01
2.557495119981e+07, -4.894314e+01
2.560546877794e+07, -4.905789e+01
2.563598635606e+07, -4.915236e+01
2.566650393419e+07, -4.921591e+01
2.569702151231e+07, -4.927631e+01
2.572753909044e+07, -4.928385e+01
2.575805666856e+07, -4.922640e+01
2.578857424669e+07, -4.919057e+01
2.581909182481e+07, -4.919959e+01
2.584960940294e+07, -4.918557e+01
2.588012698106e+07, -4.912830e+01
2.591064455919e+07, -4.902986e+01
2.594116213731e+07, -4.895535e+01
2.597167971544e+07, -4.894469e+01
2.600219729356e+07, -4.903093e+01
2.603271487169e+07, -4.913186e+01
2.606323244981e+07, -4.921178e+01
2.609375002794e+07, -4.929023e+01
2.612426760606e+07, -4.937972e+01
2.615478518419e+07, -4.942491e+01
2.618530276231e+07, -4.942361e+01
2.621582034044e+07, -4.939678e+01
2.624633791856e+07, -4.932370e+01
2.627685549669e+07, -4.924211e+01
2.630737307481e+07, -4.921090e+01
2.633789065294e+07, -4.926334e+01
2.636840823106e+07, -4.935982e+01
2.639892580919e+07, -4.937879e+01
2.642944338731e+07, -4.934634e+01
2.645996096544e+07, -4.935134e+01
2.649047854356e+07, -4.938994e+01
2.652099612169e+07, -4.942918e+01
2.655151369981e+07, -4.948915e+01
2.658203127794e+07, -4.953064e+01
2.661254885606e+07, -4.953250e+01
2.664306643419e+07, -4.950658e+01
2.667358401231e+07, -4.946798e+01
2.670410159044e+07, -4.945309e+01
2.673461916856e+07, -4.943563e+01
2.676513674669e+07, -4.941292e+01
2.679565432481e+07, -4.940297e+01
2.682617190294e+07, -4.938479e+01
2.685668948106e+07, -4.938699e+01
2.688720705919e+07, -4.938626e+01
2.691772463731e+07, -4.937505e+01
2.694824221544e+07, -4.939399e+01
2.697875979356e+07, -4.946557e+01
2.700927737169e+07, -4.957632e+01
2.703979494981e+07, -4.969976e+01
2.707031252794e+07, -4.982226e+01
2.710083010606e+07, -4.993857e+01
2.713134768419e+07, -5.000937e+01
2.716186526231e+07, -5.004112e+01
2.719238284044e+07, -5.005098e+01
2.722290041856e+07, -5.000749e+01
2.725341799669e+07, -4.989857e+01
2.728393557481e+07, -4.979671e+01
2.731445315294e+07, -4.980345e+01
2.734497073106e+07, -4.992172e+01
2.737548830919e+07, -5.005522e+01
2.740600588731e+07, -5.015914e+01
2.743652346544e+07, -5.019884e+01
2.746704104356e+07, -5.015887e+01
2.749755862169e+07, -5.009430e+01
2.752807619981e+07, -5.005676e+01
2.755859377794e+07, -5.000147e+01
2.758911135606e+07, -4.994794e+01
2.761962893419e+07, -4.995915e+01
2.765014651231e+07, -5.002349e+01
2.768066409044e+07, -5.008044e+01
2.771118166856e+07, -5.009318e+01
2.774169924669e+07, -5.008883e+01
2.777221682481e+07, -5.010561e+01
2.780273440294e+07, -5.011770e+01
2.783325198106e+07, -5.011377e+01
2.786376955919e+07, -5.011204e+01
2.789428713731e+07, -5.017451e+01
2.792480471544e+07, -5.023219e+01
2.795532229356e+07, -5.023321e+01
2.798583987169e+07, -5.022438e+01
2.801635744981e+07, -5.024227e+01
2.804687502794e+07, -5.021736e+01
2.807739260606e+07, -5.017832e+01
2.810791018419e+07, -5.018596e+01
2.813842776231e+07, -5.017844e+01
2.816894534044e+07, -5.013910e+01
2.819946291856e+07, -5.009097e+01
2.822998049669e+07, -5.006774e+01
2.826049807481e+07, -5.007494e+01
2.829101565294e+07, -5.009052e+01
2.832153323106e+07, -5.012057e+01
2.835205080919e+07, -5.021569e+01
2.838256838731e+07, -5.032501e+01
2.841308596544e+07, -5.039284e+01
2.844360354356e+07, -5.045553e+01
2.847412112169e+07, -5.043867e+01
2.850463869981e+07, -5.034907e+01
2.853515627794e+07, -5.024231e+01
2.856567385606e+07, -5.016477e+01
2.859619143419e+07, -5.012205e+01
2.862670901231e+07, -5.008989e+01
2.865722659044e+07, -5.010003e+01
2.868774416856e+07, -5.014874e+01
2.871826174669e+07, -5.025621e+01
2.874877932481e+07, -5.033128e+01
2.877929690294e+07, -5.036890e+01
2.880981448106e+07, -5.037674e+01
2.884033205919e+07, -5.033222e+01
2.887084963731e+07, -5.030814e+01
2.890136721544e+07, -5.031999e+01
2.893188479356e+07, -5.037028e+01
2.896240237169e+07, -5.043522e+01
2.899291994981e+07, -5.052620e+01
2.902343752794e+07, -5.060911e+01
2.905395510606e+07, -5.063585e+01
2.908447268419e+07, -5.060733e+01
2.911499026231e+07, -5.053466e+01
2.914550784044e+07, -5.051149e+01
2.917602541856e+07, -5.052152e+01
2.920654299669e+07, -5.051933e+01
2.923706057481e+07, -5.051297e+01
2.926757815294e+07, -5.052368e+01
2.929809573106e+07, -5.047680e+01
2.932861330919e+07, -5.042579e+01
2.935913088731e+07, -5.038173e+01
2.938964846544e+07, -5.037385e+01
2.942016604356e+07, -5.041180e+01
2.945068362169e+07, -5.050284e+01
2.948120119981e+07, -5.058605e+01
2.951171877794e+07, -5.062372e+01
2.954223635606e+07, -5.063182e+01
2.957275393419e+07, -5.060940e+01
2.960327151231e+07, -5.056289e+01
2.963378909044e+07, -5.049471e+01
2.966430666856e+07, -5.048758e+01
2.969482424669e+07, -5.055810e+01
2.972534182481e+07, -5.068078e+01
2.975585940294e+07, -5.077540e+01
2.978637698106e+07, -5.081126e+01
2.981689455919e+07, -5.085002e+01
2.984741213731e+07, -5.088743e+01
2.987792971544e+07, -5.088457e+01
2.990844729356e+07, -5.090118e+01
2.993896487169e+07, -5.092776e+01
2.996948244981e+07, -5.091654e+01
3.000000002794e+07, -5.086103e+01
